id,analyzed_experiment_pk,set_voltage,set_amperage,Delta_f_Hz,Delta_f_Hz_err,Delta_kappa_Hz,Delta_kappa_Hz_err,kappa_c_Hz,kappa_c_Hz_err,f_c_Hz,f_c_Hz_err,J_Hz,J_Hz_err,a0_value,a0_err,phi_rad,phi_rad_err,nu_minus_mean_data_Hz,nu_minus_err_low_data_Hz,nu_minus_err_high_data_Hz,nu_plus_mean_data_Hz,nu_plus_err_low_data_Hz,nu_plus_err_high_data_Hz
82,1,-2.19,-0.009,-8744.328493118286,2297.0323428315023,-1284950.0283741523,3489.6432176034855,703425.963208102,3006.062381054921,6006289116.270147,1061.4266668536998,1045000,0,2334761800883113.5,9490768043343.463,0,0,6006275429.717531,6006271719.348463,6006279165.658971,,,
83,1,-2.18,-0.009,-11347.748462677002,2405.5686092199667,-1307485.084791085,3671.4888695292475,706242.3951767982,2955.883389219185,6006279778.200733,1043.6952402062216,1045000,0,2357017949201429,9116347180954.482,0,0,6006264117.457124,6006260622.5661955,6006267597.369684,,,
84,1,-2.17,-0.009,-10800.177478790283,2709.349758492001,-1327232.046223242,4154.348262021184,700614.5710699405,3025.5611321959414,6006271560.78499,1068.332667402738,1045000,0,2372353467557188.5,9949093911647.082,0,0,6006257624.580604,6006253976.125113,6006261259.065222,,,
85,1,-2.16,-0.009,-4684.342643737793,3027.849511523213,-1373122.4756702909,4678.2027442821045,699067.5691062589,3073.8347648445188,6006272596.133646,1085.3869339547605,1045000,0,2346323494847829,8842655020534.625,0,0,6006267512.623355,6006264065.5370035,6006270925.269573,,,
86,1,-2.15,-0.009,1522.0796518325806,2570.0690371759883,-1372857.3763944027,3963.027478688093,710622.9698918426,2892.715810332577,6006289135.860802,1021.3641322524365,1045000,0,2387081548116156,9965295272123.86,0,0,6006290690.802197,6006287832.189405,6006293580.236518,,,
87,1,-2.14,-0.009,-17857.78334712982,2592.543983871701,-1388794.69353601,4002.4175356561364,705899.1499007867,2964.1981516427727,6006280597.66432,1046.6328483853429,1045000,0,2344709362635098.5,9956131328563.1,0,0,6006262884.323842,6006260147.453729,6006265630.690515,,,
88,1,-2.13,-0.009,-11987.761755943298,2707.483889950594,-1404090.43045996,4191.812199066996,706113.9881358898,2976.4249826832497,6006269211.323151,1050.9518802238188,1045000,0,2364304350848255,10091521923865.875,0,0,6006257924.429804,6006255212.928289,6006260630.803831,,,
89,1,-2.12,-0.009,-13613.101092338562,2963.626806016296,-1436004.2203900968,4614.528781825321,698315.1098068461,2988.3545558701476,6006262723.263554,1055.2102002299157,1045000,0,2180296941581132.2,10294939778541.281,0,0,6006251018.615047,6006248258.14728,6006253766.953099,,,
90,1,-2.11,-0.009,-9354.81160736084,3208.3305096949207,-1474120.8475847533,5029.4554935264305,703916.4173806978,3034.9322537622033,6006278409.728604,1071.6206377395595,1045000,0,2323805155130115,9534239315033.482,0,0,6006271324.376576,6006268659.530028,6006274002.485459,,,
91,1,-2.1,-0.009,-13751.248921394348,2894.1121082204745,-1475990.8242714214,4532.57459485878,708963.879588221,2917.8808351962657,6006282508.488242,1030.2607448510535,1045000,0,2317556837486362,10236723540031.633,0,0,6006272216.617054,6006269804.827295,6006274643.397352,,,
92,1,-2.09,-0.009,-29078.989448547363,2908.6970784718574,-1496108.6252147476,4567.616725074189,706955.7264800444,2909.9825465216622,6006273230.133357,1027.4858078968762,1045000,0,2355833858327885,10983496030615.133,0,0,6006252634.390537,6006250351.792726,6006254949.351545,,,
93,1,-2.08,-0.009,-19589.563170433044,2961.7170352147805,-1501331.173905637,4656.765253663937,715412.9753442087,2942.501773525015,6006266146.028846,1038.9212956079746,1045000,0,2327297016905004,10450457481067.41,0,0,6006252621.548378,6006250355.521884,6006254890.832583,,,
94,1,-2.07,-0.009,-24150.538091659546,2835.2888223439913,-1524180.3686388016,4468.397564337494,722061.8365092973,2923.0819648399606,6006262092.187157,1032.027034791269,1045000,0,2320054410389345.5,10612815385272.506,0,0,6006246651.074363,6006244567.6271105,6006248730.394363,,,
95,1,-2.06,-0.009,-13583.110896110535,2737.70215396806,-1553902.927456565,4327.272044160299,718983.183066913,2885.738059145085,6006269799.022667,1018.8580679118368,1045000,0,2375035220172344,10629859750434.535,0,0,6006261667.307695,6006259743.341732,6006263598.766379,,,
96,1,-2.05,-0.009,-15601.95796585083,2592.042131694987,-1568954.0985302613,4095.822945782421,716375.8059841059,2914.198540746836,6006286490.349444,1028.9169632519072,1045000,0,2353105168021226,11689214622918.934,0,0,6006277398.843458,6006275577.483701,6006279219.383855,,,
97,1,-2.04,-0.009,-20678.745741844177,2993.3849806896565,-1598002.092728078,4767.292030971695,710048.6462971529,2919.784030815911,6006266129.589381,1030.9309652472875,1045000,0,2399710833777648,11803121366174.305,0,0,6006254764.534647,6006252879.484831,6006256653.36261,,,
98,1,-2.03,-0.009,-24733.713258743286,3033.4844764863333,-1622455.199563523,4843.088728344329,708678.0347394306,3031.951205321654,6006261382.872511,1070.544811098511,1045000,0,2363989088825658.5,11814262250795.06,0,0,6006248470.693428,6006246558.793763,6006250375.437215,,,
99,1,-2.02,-0.009,-15341.126141548157,2914.158781611099,-1643703.307157395,4658.503728424572,698698.8655880161,2989.3802571176902,6006258588.919972,1055.571254296354,1045000,0,2452492521571247.5,12472581741714.754,0,0,6006250790.9702425,6006249000.072819,6006252582.07718,,,
100,1,-2.01,-0.009,-7627.427032470703,2923.338252466296,-1665781.572175148,4691.442873252008,705277.3302573937,2962.5938668934027,6006276270.185816,1046.071119353192,1045000,0,2469812540404054,12182169058113.426,0,0,6006272613.229439,6006270924.189955,6006274344.37286,,,
101,1,-2,-0.009,-22714.771779060364,2885.7962409185498,-1681411.0721748874,4635.580714057508,700580.0694960529,3008.27835142424,6006274575.47975,1062.229472134474,1045000,0,2424732507455943,12878038898183.979,0,0,6006263911.761114,6006262187.915207,6006265602.818898,,,
102,2,-1.75,-0.013,4251.6530685424805,1619.2658822484457,764704.6927977884,2319.891358659436,2045693.0179631014,2193.292248796099,6007106876.100942,733.0250758928196,1045000,0,103621427077353.45,976331760968.5665,0,0,6006371955.529567,6006370229.616407,6006373660.0522175,6007835605.165528,6007833868.521824,6007837325.405944
103,2,-1.74,-0.013,4768.967415809631,1779.0721512016914,752628.1081283388,2543.914225083009,2059171.1231090005,2159.99010263714,6007090092.969051,721.2736581245157,1045000,0,104445723579925.4,941962276297.9067,0,0,6006362950.126067,6006361135.15458,6006364803.650798,6007810201.26074,6007808375.470307,6007812026.269079
104,2,-1.73,-0.013,5503.677228927612,1029.8779733388362,797528.5718422602,1508.5902231679484,2054865.4597793247,2387.605549271127,6007092967.708081,797.5091474513357,1045000,0,96412693147784.05,856695088154.6942,0,0,6006355587.997941,6006354121.740174,6006357069.510674,6007822284.216981,6007820792.451338,6007823795.017532
105,2,-1.72,-0.013,19529.04352092743,934.4995244654993,788038.6722226134,1374.3369328833724,2051628.1865555833,2296.6347607066787,6007095126.51699,767.2882531108224,1045000,0,90890864422122.17,819545545136.0027,0,0,6006347594.145242,6006346152.218217,6006349027.702372,6007814101.287547,6007812658.077683,6007815567.891684
106,2,-1.71,-0.013,10766.532231330872,1256.034236408998,722455.8552637296,1813.0941306370312,2016218.5181578281,2208.567681514107,6007117539.275398,739.5817108650701,1045000,0,92993024483194.14,748724736517.9357,0,0,6006372874.108378,6006371340.067838,6006374405.306664,6007846805.61253,6007845246.996181,6007848347.306076
107,2,-1.7,-0.013,6329.298173904419,1205.047690654877,715632.317991924,1741.9574903984992,2025424.912565584,2180.9786644921446,6007102595.7048645,729.9372609554988,1045000,0,94470172367489.47,726583118405.1422,0,0,6006366532.439122,6006364994.826383,6006368085.776199,6007829551.662499,6007828017.451695,6007831098.68795
108,2,-1.69,-0.013,3127.662720680237,1113.4719552170527,705505.4548207752,1614.9349076891078,2019885.5906589,2183.7292351312026,6007090574.416721,731.1693058860218,1045000,0,93056371799738.08,665456027067.8644,0,0,6006356428.107182,6006354945.011174,6006357916.114877,6007820234.378633,6007818756.859224,6007821724.046404
109,2,-1.68,-0.013,-5803.336857795715,862.1634610113581,736823.8250723466,1269.3466887201614,2049425.5823034327,2147.9487601058922,6007086614.831909,717.746755117436,1045000,0,91419800776739.19,626652159044.1895,0,0,6006365881.08262,6006364512.500561,6006367244.398665,6007815793.525492,6007814424.428024,6007817150.908365
110,2,-1.67,-0.013,-5855.501421928406,896.3917870430755,710497.2113955882,1319.559600513492,2026544.544144185,2257.367950943885,6007092765.935567,755.4768125533772,1045000,0,89339963810438.06,600164080828.8894,0,0,6006367033.247612,6006365594.972576,6006368467.739121,6007826945.773223,6007825470.731495,6007828414.739896
111,2,-1.66,-0.013,-10327.780109405518,920.2841347426335,709463.4163064375,1357.7649732550562,2049984.7993591633,2351.328765470953,6007096947.464328,785.6444188110818,1045000,0,87003192677750.05,563106271941.2938,0,0,6006385477.699437,6006383932.548575,6006387008.277322,6007823479.945522,6007821944.331242,6007825035.316107
112,2,-1.65,-0.013,3897.2126750946045,864.6048883689768,686495.9669165205,1271.9997051160376,2034982.5205456384,2142.7431853998305,6007102339.039611,716.6731358120719,1045000,0,86304962078529.48,544631024682.0093,0,0,6006378719.735939,6006377304.260256,6006380104.340742,6007820353.994241,6007818935.00052,6007821742.009155
113,2,-1.64,-0.013,-8284.625512123108,876.5101739708244,662743.3638631545,1289.3242542487687,2022745.048743857,2179.9738695336673,6007108687.947055,729.7140712716619,1045000,0,84970195438181.77,496296880669.886,0,0,6006393623.4017315,6006392173.241519,6006395079.916841,6007835621.988659,6007834202.822232,6007837047.002565
114,2,-1.63,-0.013,-11969.450578689575,911.4728281352436,657824.1356577511,1343.421517804161,2036882.253802746,2306.7738483791863,6007115136.130713,771.3890192410879,1045000,0,83274008665878.6,469535863742.36334,0,0,6006410782.181542,6006409257.855228,6006412344.628455,6007836810.421821,6007835269.342352,6007838372.49728
115,2,-1.62,-0.013,-10442.686674118042,989.1543692619659,637515.0592931836,1448.5155318200827,2042721.0383020781,2256.106405618251,6007119549.249072,754.126027629005,1045000,0,84535418559214.47,461234575748.4811,0,0,6006422307.379464,6006420736.929073,6006423871.74453,6007831986.396175,6007830394.621055,6007833561.920791
116,2,-1.61,-0.013,-3002.116533279419,1072.2456828663105,610635.5657770643,1565.9120366521554,2043637.2737688103,2316.076443154624,6007111198.539869,774.154984013891,1045000,0,85500808251612.38,437740147614.42804,0,0,6006416632.606923,6006414985.61097,6006418288.867639,6007810106.349923,6007808444.729926,6007811741.793045
117,2,-1.6,-0.013,15475.504133224487,1217.7720645633776,567671.1544909261,1768.130287312284,2026615.341341217,2317.7897273623953,6007100995.985979,775.6681070813949,1045000,0,88808008003483.3,485893000452.72327,0,0,6006397585.219086,6006395821.461068,6006399350.490233,6007782249.950358,6007780482.356425,6007784007.478029
118,2,-1.59,-0.013,12281.44768333435,1087.509587902551,576577.8066262882,1584.4659840011873,2041894.6671448064,2221.0099013503946,6007092939.920253,742.5275573806819,1045000,0,86713229092335,429465049579.69604,0,0,6006396961.855201,6006395280.220488,6006398633.889596,6007771182.817684,6007769506.406209,6007772825.263409
119,2,-1.58,-0.013,-1581.0316934585571,871.4965978110741,594221.0982268236,1286.681341676509,2049822.562379963,2224.9020264456094,6007087734.169822,743.4374991637984,1045000,0,83111673674097.86,337461766276.46735,0,0,6006400391.121755,6006398811.164468,6006401959.126139,6007777407.080471,6007775818.709903,6007778996.048532
120,2,-1.57,-0.013,-1713.0547304153442,855.6163341684627,573847.4959648456,1261.4073119971722,2036546.2237195403,2154.1924536300576,6007093808.194801,720.4512032016812,1045000,0,83275416073616.88,376868284037.12146,0,0,6006405957.5075865,6006404413.988838,6006407490.262538,6007784105.559443,6007782558.66401,6007785627.207636
121,2,-1.56,-0.013,-6807.504633903503,824.906711430588,553287.2489136508,1215.0297135793267,2025947.070471738,2058.3833598866777,6007096829.450698,688.8990465311944,1045000,0,83023668439855.17,363142145561.0223,0,0,6006413721.1308975,6006412236.681609,6006415194.684038,6007789676.051027,6007788213.7018175,6007791161.25704
122,2,-1.55,-0.013,-2400.9175357818604,879.2038654158667,550124.0290576357,1297.2887655841262,2044788.9471576526,2218.976609983492,6007098554.317979,741.6827570251505,1045000,0,83331127225041.03,353357087486.17017,0,0,6006423643.114611,6006422026.702239,6006425258.557475,6007776933.077114,6007775294.646343,6007778574.915217
123,2,-1.54,-0.013,-543.5996866226196,892.4468420508128,540934.5900637679,1318.7372060956686,2053381.754056234,2281.0594282316524,6007105451.988808,761.9578342704043,1045000,0,82143167906543.19,335965737361.27856,0,0,6006437275.037205,6006435586.756118,6006438977.396154,6007774410.601423,6007772765.47249,6007776064.957842
124,2,-1.53,-0.013,-8144.530453681946,913.6987795946147,527381.3719234937,1350.5696363109616,2061123.1463983268,2326.393179902042,6007111351.078051,776.6615970137703,1045000,0,81224339087623.48,326024405255.38855,0,0,6006458246.807946,6006456474.973957,6006460001.959644,6007776391.459389,6007774658.806541,6007778160.204137
125,2,-1.52,-0.013,2087.1041383743286,879.0579343361251,498387.0491463883,1292.43762441446,2036139.4543587926,2084.5626305836554,6007116707.6431,697.1112899890684,1045000,0,80964169567201.3,306107449130.7223,0,0,6006452821.490361,6006451204.413186,6006454432.178134,6007777609.913118,6007775969.274074,6007779224.200022
126,2,-1.51,-0.013,15882.223574638367,1003.4165986727277,466678.2326626071,1470.7300469890197,2038395.4646498426,2213.8357343386233,6007117123.739356,740.2260679158195,1045000,0,82274073601128.69,302759807739.6732,0,0,6006457619.189325,6006455790.271986,6006459432.913714,6007753814.0724,6007752023.236437,6007755655.502756
127,2,-1.5,-0.013,5939.060754776001,1031.5988797610514,459776.9828357288,1510.9332998563282,2044107.5596155818,2221.8382693147882,6007106662.904745,742.6474063882537,1045000,0,83320167429320.45,291438868663.3826,0,0,6006460797.559164,6006458962.826701,6006462635.784277,6007743992.459127,6007742159.876098,6007745841.5102
128,2,-1.49,-0.013,-8059.639267921448,1044.0027944978842,448949.3337380474,1529.7218416831952,2054724.5797293643,2231.031431791655,6007093151.9050865,745.216901721696,1045000,0,84325853091610.45,284019610510.2479,0,0,6006468930.649723,6006467023.382936,6006470836.473445,6007729097.719108,6007727240.397911,6007730962.33363
129,2,-1.48,-0.013,-7859.0992794036865,941.4385983432293,456105.0190961291,1389.9081850918371,2062502.1282256902,2315.0957121001306,6007084968.713063,772.9033197032307,1045000,0,83352909465097.61,266879371781.30798,0,0,6006462371.774713,6006460497.872613,6006464250.681395,6007719085.098102,6007717184.6929245,6007720988.667756
130,2,-1.47,-0.013,-10602.536171913147,972.1314503553932,434713.6797159243,1431.9520628101113,2051205.1249620218,2303.017366280751,6007089277.350061,769.4611734467614,1045000,0,82892229826276.44,249998962969.49585,0,0,6006471220.47637,6006469318.482096,6006473108.831627,6007722674.636652,6007720736.379179,6007724561.115492
131,2,-1.46,-0.013,-5902.634183883667,987.0579013439266,428127.87227101147,1455.1284900315613,2078208.1400851023,2306.599630697494,6007087066.378539,769.2155078764838,1045000,0,84289837714265.34,248066254447.4861,0,0,6006486867.725195,6006484823.996963,6006488922.529778,6007696040.491567,6007694065.775092,6007698034.901952
132,2,-1.45,-0.013,-8406.189060211182,1017.0103568914432,401770.6633813856,1498.7523294408863,2057193.3286011696,2380.4224663236555,6007093264.628898,794.9805275314509,1045000,0,83848728799418.84,255092192320.44913,0,0,6006493920.851618,6006491845.20901,6006496003.751703,6007704820.259317,6007702739.2982025,6007706885.993362
133,2,-1.44,-0.013,-7509.096270561218,963.7354226102563,392529.7658351875,1418.2242265904604,2061317.587691446,2167.766159077761,6007104246.768464,723.7187366989633,1045000,0,80970028385492.98,234705229695.2923,0,0,6006511974.898158,6006510055.620035,6006513951.013959,6007707459.479148,6007705540.030746,6007709427.154483
134,2,-1.43,-0.013,-8110.680202484131,1004.2992709075991,373620.7598634829,1476.7054472873992,2053162.7467551332,2208.308024075001,6007113746.5679455,737.6382000639613,1045000,0,80556047163345.84,219883701463.43268,0,0,6006526404.093796,6006524401.807147,6006528405.61229,6007712808.089794,6007710810.675686,6007714821.403877
135,2,-1.42,-0.013,11124.88260936737,1069.0764487834224,341363.9517738763,1569.459378467841,2041742.6587219178,2229.783900260341,6007099830.46295,745.4473090556476,1045000,0,84659602195390.11,226325390526.27512,0,0,6006508726.374597,6006506595.645891,6006510819.6325865,6007675059.388511,6007672931.2247925,6007677192.53765
136,2,-1.41,-0.013,3719.9427938461304,1154.929368891939,321255.1219342969,1696.815559389706,2053210.200200535,2366.7900797913785,6007092637.15929,790.6480672660837,1045000,0,86821879009051.78,235359854658.8796,0,0,6006527615.317963,6006525266.392742,6006529968.940646,6007652324.57628,6007649886.983255,6007654728.201878
137,2,-1.4,-0.013,-440.4713478088379,1283.5628561991402,307807.54106593935,1879.2518685065559,2059894.2130207682,2248.2294565214584,6007084876.840108,750.7161769173614,1045000,0,86704626816474.84,212531680121.42587,0,0,6006536647.71339,6006534206.732834,6006539116.016184,6007633710.415425,6007631248.071768,6007636185.963611
138,2,-1.39,-0.013,-6173.9007177352905,995.290802256424,323453.275874909,1466.4762024810655,2060077.5814859157,2192.5560399740993,6007084812.725013,732.1168623793887,1045000,0,83282575696708.4,206267429321.66272,0,0,6006530798.572319,6006528616.88781,6006532996.881959,6007647771.31595,6007645564.864465,6007649954.095617
139,2,-1.38,-0.013,-1430.1494464874268,995.8780487162641,302052.7059129372,1467.325196788212,2051882.9739607957,2172.5326863966548,6007086415.12074,725.8388322591212,1045000,0,83948233963307.53,201479700026.51807,0,0,6006536353.472376,6006534150.39578,6006538527.388224,6007638544.102231,6007636323.912369,6007640768.134393
140,2,-1.37,-0.013,1536.1488075256348,1033.0954487140066,295260.09457531397,1521.5416391532228,2054268.4758062449,2201.116664973994,6007092386.862212,735.2501788588593,1045000,0,83383536720291.56,188537078321.03882,0,0,6006546568.791973,6006544308.810746,6006548836.203665,6007635998.017701,6007633737.57928,6007638271.607633
141,2,-1.36,-0.013,-10283.26155757904,1111.7982719774004,286793.3706596284,1639.9261026415627,2067158.4017487422,2398.467069652588,6007095552.707215,800.4437784485453,1045000,0,82321839835348.56,180457090243.16327,0,0,6006574826.324687,6006572230.119481,6006577365.972581,6007631248.952579,6007628689.513949,6007633799.983208
142,2,-1.35,-0.013,9261.760051727295,1038.0895048052794,271840.5888233688,1531.4472262194042,2063897.6561866915,2220.169548620751,6007099659.651616,741.0958300368695,1045000,0,82964749200313.45,180930666777.14032,0,0,6006572651.794394,6006570223.597001,6006575061.195843,6007613255.065296,6007610802.364507,6007615712.147061
143,2,-1.34,-0.013,-4199.913383483887,1079.1478142682413,255043.10539347574,1591.1417807939483,2064173.4991848175,2203.8859252421867,6007105293.447529,735.6275781913394,1045000,0,81778146866892.48,172664454422.1469,0,0,6006600838.111951,6006598312.960261,6006603363.701048,6007615845.216371,6007613335.336355,6007618381.303128
144,2,-1.33,-0.013,4107.17312335968,1092.2510643753217,231390.58618913835,1609.992826724,2047042.4423585513,2184.358775100645,6007112868.783246,729.9506026004125,1045000,0,82212692790165.83,173336621517.57275,0,0,6006605474.67477,6006602929.156206,6006608064.322005,6007614456.999899,6007611908.844159,6007617041.077373
145,2,-1.32,-0.013,4626.334170341492,1150.642588129713,211427.48233951884,1697.9576382415755,2053599.9075684582,2269.2011441114228,6007107672.208812,757.9774703830869,1045000,0,82449752426981.55,162477149363.99115,0,0,6006622263.235426,6006619481.897407,6006625026.482115,6007586516.439292,6007583694.804401,6007589367.70269
146,2,-1.31,-0.013,-8210.292996406555,1183.0419276994971,198214.45773096208,1744.8021740779761,2056281.1387300105,2168.094613990403,6007093253.497707,724.1160749831607,1045000,0,83614911031952.77,160278554359.92935,0,0,6006630999.865373,6006628098.350569,6006633843.237724,6007567134.6946745,6007564245.585268,6007569967.157704
147,2,-1.3,-0.013,-12301.77732372284,1144.1852766237016,170117.33125502872,1688.8959911274244,2037091.2415928638,2115.8599850834858,6007081402.776165,707.6378588431228,1045000,0,85923046090393.94,170189371718.47473,0,0,6006627881.882988,6006625072.180984,6006630715.113925,6007551814.82782,6007548965.996183,6007554669.304007
148,2,-1.29,-0.013,-7985.1997356414795,1143.61313329735,175345.49384771672,1687.2971007903616,2035948.2050127801,2110.5270054531725,6007081743.844279,705.9087224230183,1045000,0,85436745181355.42,165281612248.19327,0,0,6006619354.445016,6006616576.621228,6006622057.41024,6007555076.351887,6007552320.298843,6007557857.678052
149,2,-1.28,-0.013,4984.621640205383,1184.672432120153,174262.5688650231,1752.671552595585,2062070.6066087054,2333.757190077099,6007082739.235889,779.163291189735,1045000,0,86139528591811.89,160885651464.32742,0,0,6006639344.442045,6006636151.069512,6006642553.118984,6007519015.642585,6007515808.641601,6007522251.613621
150,2,-1.27,-0.013,-3927.1556882858276,1166.5253373043772,154870.1052718853,1726.6737427170226,2057031.1976101398,2240.11617329078,6007085030.297441,748.1553305925896,1045000,0,85928322923783.98,161431412850.26968,0,0,6006661824.454982,6006658568.181607,6006665066.273079,6007513766.623328,6007510492.645089,6007516997.486745
151,2,-1.26,-0.013,-6454.000652313232,1198.642511612779,144380.43327341473,1775.8258209861806,2064844.2804613314,2258.471660873439,6007090542.902752,753.860022207939,1045000,0,84573643144173.47,151579919621.84338,0,0,6006689203.126069,6006685798.722819,6006692702.130347,6007501043.92541,6007497595.825406,6007504466.240979
152,2,-1.25,-0.013,895.2754735946655,1201.1443495971853,129956.42385916738,1779.5682258902546,2050118.3973951393,2252.3136032704992,6007093714.696669,752.563814167242,1045000,0,83963857528360.84,142650444801.13544,0,0,6006685592.009093,6006682127.998923,6006689106.811385,6007500653.30132,6007497200.9421625,6007504104.790863
153,2,-1.24,-0.013,-10316.864391326904,1238.2386935052552,114032.75893352577,1835.9902618014996,2052245.6248372716,2217.7979448610763,6007099940.779091,740.9026923801933,1045000,0,83053636034082.95,148539391516.72858,0,0,6006720163.847456,6006716460.709157,6006723884.303889,6007493785.746334,6007490102.414226,6007497479.782295
154,2,-1.23,-0.013,3905.5736799240112,1247.3916182858677,93822.98014802253,1852.315336832631,2047440.2336937366,2293.1152620002786,6007109657.6949,766.2847411342331,1045000,0,83610817178046.45,148642190731.5646,0,0,6006738770.058111,6006734844.373974,6006742797.85138,6007475322.832284,6007471347.757187,6007479298.5698
155,2,-1.22,-0.013,4427.123165130615,1323.781229305773,74538.54527334624,1968.224819676769,2053731.0796297435,2224.4816589852076,6007107681.023933,743.0331063931084,1045000,0,83337742641614.11,131241938301.70895,0,0,6006771014.789518,6006766549.541416,6006775501.063735,6007438459.2376585,6007433958.957269,6007442986.365991
156,2,-1.21,-0.013,-6049.240513801575,1357.7790720704227,66196.36510007828,2021.6400467510866,2065055.7299315978,2274.3667598232764,6007094955.2424755,759.1408732806022,1045000,0,84641040831608.75,138744418253.01382,0,0,6006795648.863404,6006790601.258141,6006800788.685443,6007402459.033668,6007397416.922906,6007407448.1825075
157,2,-1.2,-0.013,-3505.064178466797,1523.8325021473747,44767.79764208954,2272.609830798395,2066674.0510191321,2318.371203995134,6007085474.533519,773.7703971381608,1045000,0,87681614567469.67,156439237092.8688,0,0,6006824210.019157,6006817905.551746,6006830474.507633,6007351386.267967,6007345126.802532,6007357677.218054
158,2,-1.19,-0.013,-9933.061152458191,1293.99138949503,50906.13981823332,1929.9445829505269,2069583.9931949058,2212.051316555778,6007080078.442212,738.1499683773873,1045000,0,86527348324708.97,134926450652.57904,0,0,6006817336.945203,6006811855.150886,6006822963.2352085,6007356284.278698,6007350662.993076,6007361712.024654
159,2,-1.18,-0.013,-7694.008898735046,1361.5112350389124,34017.99728557246,2032.5091015524858,2059572.6247969193,2383.688900931275,6007084878.371979,795.9658146234262,1045000,0,86515013146485.66,142263115804.02057,0,0,6006832885.66042,6006826725.498294,6006839094.468999,6007346565.219353,6007340464.087703,6007352671.483599
160,2,-1.17,-0.013,-948.7231636047363,1328.6868315698184,19200.279681915534,1985.9351712005407,2060459.5953486084,2145.853810749928,6007085956.682738,716.500431832172,1045000,0,86566325563415.16,139246685859.06274,0,0,6006862419.432977,6006855803.114073,6006869045.052467,6007310636.433886,6007304057.458369,6007317185.995362
161,2,-1.16,-0.013,-7572.331439971924,1338.9651651209542,5589.914056619629,2004.0247213239447,2060070.7289176786,2325.438953039539,6007089697.986591,776.4737446195151,1045000,0,85185714071986.19,131227929367.00774,0,0,6006902155.029466,6006893939.38021,6006910376.50853,6007285380.392882,6007277019.239459,6007293633.274702
162,2,-1.15,-0.013,-733.1949090957642,1330.4516990052216,1553.646399762365,1994.7046654159128,2079621.283398694,2251.0330827007647,6007090536.331238,750.6001373885618,1045000,0,87481135732795.61,135981986523.21649,0,0,6006980349.014367,6006966259.864569,6006994109.256613,6007201508.440972,6007187564.128133,6007215574.946946
163,2,-1.14,-0.013,-18582.779740333557,1396.3343007460348,-14040.239909617812,2097.0991860195195,2081020.2513721923,2301.6625103462984,6007097265.061246,767.3853714061194,1045000,0,85767954545650.83,139613223957.13287,0,0,6007080125.59362,6007070165.447912,6007089802.417279,6007164730.362256,6007150637.972891,6007175517.546097
164,2,-1.13,-0.013,-16270.573645591736,1489.0723822161265,-43295.94382948475,2239.239534760862,2054267.429006224,2320.9092198400026,6007107048.968126,775.2158185459479,1045000,0,84502810848605.98,140443015183.1161,0,0,6007075782.150897,6007066217.579581,6007085331.803072,,,
165,2,-1.12,-0.013,1534.0895853042603,1366.3370989512907,-54443.68811117683,2057.536995212324,2060595.177310446,2236.271336534361,6007111367.275964,746.6019854159069,1045000,0,85143331814499.8,133315286317.00653,0,0,6007112244.679515,6007111150.202415,6007113336.54163,,,
166,2,-1.11,-0.013,-5023.736371040344,1489.6855786078615,-78150.97665361292,2249.276944861595,2057971.8725112048,2291.567429155639,6007099497.521216,765.2445308624237,1045000,0,91152793695143.17,206462864034.2054,0,0,6007097825.694628,6007096905.561788,6007098743.127623,,,
167,2,-1.1,-0.013,-5626.472915649414,1524.9818922198815,-103826.7208306694,2305.623322208127,2028197.8690950144,2126.237895829121,6007087768.484853,711.524821899883,1045000,0,87831198585878.61,149444581105.201,0,0,6007083944.543867,6007082625.756611,6007085261.020971,,,
168,2,-1.09,-0.013,-3724.9432849884033,1528.771885868986,-94472.28454760613,2310.7791681472117,2051173.0692090343,2406.7010163799932,6007081262.899402,804.128556101015,1045000,0,89405431273235.61,149693003310.03302,0,0,6007080030.019326,6007079082.477455,6007080961.730667,,,
169,2,-1.08,-0.013,-3831.3790807724,1526.609564311421,-105219.93367956101,2312.2947087111042,2055606.4376599563,2247.9438642184095,6007080156.517483,750.8569689845232,1045000,0,90233903874263,154761331462.69116,0,0,6007079274.660942,6007078458.5168705,6007080095.662975,,,
170,2,-1.07,-0.013,-13265.463237762451,1442.9423358415481,-117501.33915420563,2187.2328205337967,2053335.7804107207,2266.3721683128715,6007083687.958902,757.1219270324898,1045000,0,88331493560195.16,141365005386.29526,0,0,6007080887.237006,6007080021.473497,6007081742.542157,,,
171,2,-1.06,-0.013,-3765.132616043091,1461.8817674130016,-132206.36038464424,2221.299028858522,2053153.6207209504,2131.5912288112195,6007087807.844184,712.0940019678719,1045000,0,88715359573998.7,138115030737.59613,0,0,6007087128.354459,6007086365.899928,6007087880.577432,,,
172,2,-1.05,-0.013,-3526.356078147888,1445.6527673346638,-151083.22149322974,2199.4260050272505,2037501.0334288818,2080.244467428126,6007094054.54029,695.6736871011191,1045000,0,87748964401131.53,135248290380.06131,0,0,6007093189.247756,6007092423.464088,6007093953.336843,,,
173,2,-1.04,-0.013,-11648.396208763123,1583.4049195239218,-174482.20453315554,2414.6542936347573,2023191.8680159799,2190.5696752303875,6007102225.441863,733.259866554381,1045000,0,87124823047120.02,146525823434.88876,0,0,6007098958.833134,6007098087.152526,6007099829.040552,,,
